利潤率,記錄數,利潤 (bin),利潤,區域,國家/地區,城市,子類別,客戶名稱,折扣,數量,產品名稱,省/自治區,細分,製造商,訂單 Id,訂單日期,郵寄方式,郵寄日期,銷售額,類別
0.166225983,1,$0.00,$25.46,大洋洲,Australia,Tamworth,用具,Ted Trevino,10%,3,"Eldon Photo Frame, Erganomic",New South Wales,消費者,Eldon,IN-2019-25854,2019/2/20,二級,2019/2/23,$153,傢具
0.342465753,1,$0.00,$13.50,大洋洲,Australia,Tamworth,系固件,Ted Trevino,10%,4,"Stockwell Paper Clips, Assorted Sizes",New South Wales,消費者,Stockwell,IN-2019-25854,2019/2/20,二級,2019/2/23,$39,辦公用品
0.129411765,1,$0.00,$4.62,中亞,India,Srinagar,美術,Lauren Leatherbury,0%,2,"Binney & Smith Highlighters, Fluorescent",Jammu and Kashmir,消費者,Binney,IN-2018-59496,2018/4/5,標準級,2018/4/9,$36,辦公用品
0.468085106,1,$0.00,$5.28,北亞,China,Jingmen,標籤,Ross DeVincentis,0%,1,"Harbour Creations Shipping Labels, Alphabetical",Hubei,總公司,Harbour Creations,IN-2019-27667,2019/5/13,一級,2019/5/15,$11,辦公用品
0.111032127,1,$0.00,$101.21,大洋洲,Australia,Lismore,書架,Susan MacKendrick,10%,6,"Dania Floating Shelf Set, Metal",New South Wales,消費者,Dania,IN-2018-25574,2018/9/13,一級,2018/9/16,$912,傢具
0.229967661,1,$111.00,$115.20,中亞,Afghanistan,Kabul,電話,Victoria Brennan,0%,3,"Apple Audio Dock, VoIP",Kabul,公司,Apple,IN-2019-47337,2019/12/11,標準級,2019/12/15,$501,技術
0.389986220,1,$333.00,$356.58,中亞,Afghanistan,Kabul,椅子,Victoria Brennan,0%,7,"Hon Rocking Chair, Red",Kabul,公司,Hon,IN-2019-47337,2019/12/11,標準級,2019/12/15,$914,傢具
0.269346734,1,$0.00,$8.04,中亞,Afghanistan,Kabul,美術,Victoria Brennan,0%,1,"Binney & Smith Pencil Sharpener, Water Color",Kabul,公司,Binney,IN-2019-47337,2019/12/11,標準級,2019/12/15,$30,辦公用品
-0.680104712,1,-$222.00,-$194.85,中亞,Pakistan,Lahore,配件,Nat Carroll,50%,5,"Enermax Memory Card, USB",Punjab,消費者,Enermax,ID-2018-54344,2018/12/7,標準級,2018/12/13,$287,技術
-0.8625,1,-$111.00,-$31.05,中亞,Pakistan,Lahore,繫結器,Nat Carroll,50%,5,"Avery Binder, Durable",Punjab,消費者,Avery,ID-2018-54344,2018/12/7,標準級,2018/12/13,$36,辦公用品
0.131729668,1,$0.00,$1.73,大洋洲,Australia,Orange,美術,Max Ludwig,10%,1,"BIC Pens, Easy-Erase",New South Wales,總公司,BIC,IN-2018-60364,2018/4/11,標準級,2018/4/17,$13,辦公用品
0.244347545,1,$111.00,$181.56,大洋洲,Australia,Orange,儲存具,Max Ludwig,10%,4,"Fellowes Lockers, Wire Frame",New South Wales,總公司,Fellowes,IN-2018-60364,2018/4/11,標準級,2018/4/17,$743,辦公用品
0.428787879,1,$0.00,$59.43,北亞,China,Anshan,紙張,Brian Thompson,0%,7,"Enermax Memo Slips, 8.5 x 11",Liaoning,消費者,Enermax,IN-2018-38671,2018/6/26,一級,2018/6/27,$139,辦公用品
0.459933775,1,$333.00,$333.36,北亞,China,Anshan,書架,Brian Thompson,0%,2,"Dania Library with Doors, Traditional",Liaoning,消費者,Dania,IN-2018-38671,2018/6/26,一級,2018/6/27,$725,傢具
0.054533502,1,$0.00,$3.38,東南亞,Indonesia,Jakarta,用具,Anthony Garverick,27%,2,"Tenex Door Stop, Erganomic",Jakarta,總公司,Tenex,IN-2018-35031,2018/6/13,標準級,2018/6/19,$62,傢具
0.366430260,1,$0.00,$83.70,大洋洲,Australia,Sydney,複製器,Emily Burns,10%,2,"HP Ink, High-Speed",New South Wales,消費者,HP,IN-2016-74252,2016/4/3,二級,2016/4/7,$228,技術
-0.566687281,1,-$111.00,-$16.49,東南亞,Philippines,Manila,美術,Matt Abelman,45%,4,"Stanley Pens, Water Color",Metro Manila,總公司,Stanley,ID-2016-69772,2016/5/21,標準級,2016/5/28,$29,辦公用品
0.132867133,1,$0.00,$9.41,東南亞,Philippines,Manila,用具,Matt Abelman,25%,2,"Rubbermaid Clock, Durable",Metro Manila,總公司,Rubbermaid,ID-2016-69772,2016/5/21,標準級,2016/5/28,$71,傢具
-8.707767328e-05,1,-$111.00,-$0.04,大洋洲,Australia,Melbourne,電話,Liz Thompson,10%,3,"Cisco Signal Booster, Full Size",Victoria,消費者,Cisco,ID-2018-33897,2018/7/24,二級,2018/7/26,$413,技術
0.043642021,1,$0.00,$12.79,大洋洲,Australia,Melbourne,配件,Liz Thompson,10%,8,"Belkin Mouse, Bluetooth",Victoria,消費者,Belkin,ID-2018-33897,2018/7/24,二級,2018/7/26,$293,技術
0.489953995,1,$222.00,$313.11,北亞,China,Beijing,電話,Thea Hudgings,0%,1,"Apple Smart Phone, with Caller ID",Beijing,公司,Apple,IN-2019-45216,2019/5/22,標準級,2019/5/26,$639,技術
0.339222615,1,$0.00,$17.28,北亞,China,Hangzhou,紙張,Kelly Andreada,0%,3,"SanDisk Memo Slips, Premium",Zhejiang,消費者,SanDisk,IN-2018-36158,2018/12/26,標準級,2019/1/2,$51,辦公用品
0.488888889,1,$0.00,$26.40,北亞,China,Hangzhou,繫結器,Kelly Andreada,0%,4,"Cardinal Binder Covers, Durable",Zhejiang,消費者,Cardinal,IN-2018-36158,2018/12/26,標準級,2019/1/2,$54,辦公用品
0.019645120,1,$0.00,$1.86,北亞,China,Hangzhou,用具,Kelly Andreada,0%,2,"Deflect-O Clock, Durable",Zhejiang,消費者,Deflect,IN-2018-36158,2018/12/26,標準級,2019/1/2,$95,傢具
0.139639640,1,$0.00,$16.74,北亞,China,Hangzhou,機器,Kelly Andreada,0%,3,"StarTech Calculator, Wireless",Zhejiang,消費者,StarTech,IN-2018-36158,2018/12/26,標準級,2019/1/2,$120,技術
0.178921569,1,$0.00,$6.57,北亞,China,Hangzhou,標籤,Kelly Andreada,0%,3,"Novimex Color Coded Labels, Alphabetical",Zhejiang,消費者,Novimex,IN-2018-36158,2018/12/26,標準級,2019/1/2,$37,辦公用品
0.258403361,1,$0.00,$3.69,北亞,China,Hangzhou,美術,Kelly Andreada,0%,1,"BIC Pens, Blue",Zhejiang,消費者,BIC,IN-2018-36158,2018/12/26,標準級,2019/1/2,$14,辦公用品
0.279527559,1,$0.00,$59.64,北亞,China,Hangzhou,繫結器,Kelly Andreada,0%,7,"Acco 3-Hole Punch, Recycled",Zhejiang,消費者,Acco,IN-2018-36158,2018/12/26,標準級,2019/1/2,$213,辦公用品
0.312743933,1,$0.00,$8.85,東南亞,Myanmar (Burma),Yangon,信封,Ken Heidel,17%,2,"Ames Business Envelopes, Recycled",Yangon,公司,Ames,IN-2019-20856,2019/1/28,二級,2019/2/1,$28,辦公用品
0.328651685,1,$0.00,$35.10,中亞,India,Kolhapur,標籤,Jennifer Jackson,0%,10,"Hon Legal Exhibit Labels, Alphabetical",Maharashtra,消費者,Hon,IN-2019-61414,2019/1/17,標準級,2019/1/24,$107,辦公用品
0.13,1,$111.00,$179.01,中亞,India,Kolhapur,椅子,Jennifer Jackson,0%,3,"SAFCO Executive Leather Armchair, Black",Maharashtra,消費者,Safco,IN-2019-61414,2019/1/17,標準級,2019/1/24,"$1,377",傢具
0.389972145,1,$0.00,$12.60,中亞,India,Kolhapur,標籤,Jennifer Jackson,0%,3,"Harbour Creations Legal Exhibit Labels, Alphabetical",Maharashtra,消費者,Harbour Creations,IN-2019-61414,2019/1/17,標準級,2019/1/24,$32,辦公用品
0.049938348,1,$0.00,$7.29,中亞,India,Kolhapur,信封,Jennifer Jackson,0%,3,"Ames Interoffice Envelope, with clear poly window",Maharashtra,消費者,Ames,IN-2019-61414,2019/1/17,標準級,2019/1/24,$146,辦公用品
-0.033411033,1,-$111.00,-$3.87,大洋洲,Australia,Rockhampton,複製器,Carol Darley,10%,1,"HP Ink, Laser",Queensland,消費者,HP,ID-2017-42724,2017/3/13,二級,2017/3/18,$116,技術
0.433282217,1,$666.00,$747.61,大洋洲,Australia,Rockhampton,電話,Carol Darley,10%,3,"Apple Smart Phone, with Caller ID",Queensland,消費者,Apple,ID-2017-42724,2017/3/13,二級,2017/3/18,"$1,725",技術
0.032793690,1,$0.00,$0.71,大洋洲,Australia,Rockhampton,美術,Carol Darley,10%,1,"Binney & Smith Markers, Blue",Queensland,消費者,Binney,ID-2017-42724,2017/3/13,二級,2017/3/18,$22,辦公用品
0.199052133,1,$0.00,$34.02,中亞,India,Lucknow,用品,Thomas Brumley,0%,9,"Kleencut Scissors, Serrated",Uttar Pradesh,總公司,Kleencut,IN-2018-42087,2018/10/31,標準級,2018/11/4,$171,辦公用品
0.359979990,1,$222.00,$323.82,中亞,India,Lucknow,器具,Thomas Brumley,0%,3,"Breville Microwave, White",Uttar Pradesh,總公司,Breville,IN-2018-42087,2018/10/31,標準級,2018/11/4,$900,辦公用品
0.204540168,1,$0.00,$31.66,東南亞,Indonesia,Padang,儲存具,Christopher Martinez,17%,3,"Rogers Trays, Industrial",Sumatera Barat,消費者,Rogers,IN-2017-34562,2017/12/15,標準級,2017/12/19,$155,辦公用品
-0.490637072,1,-$111.00,-$53.87,東南亞,Indonesia,Surabaya,配件,Stewart Carmichael,47%,2,"Logitech Memory Card, USB",Jawa Timur,公司,Logitech,ID-2019-13604,2019/6/7,二級,2019/6/12,$110,技術
0.025801303,1,$0.00,$0.47,東南亞,Indonesia,Surabaya,美術,Stewart Carmichael,27%,2,"Sanford Pens, Fluorescent",Jawa Timur,公司,Sanford,ID-2019-13604,2019/6/7,二級,2019/6/12,$18,辦公用品
0.069124424,1,$0.00,$4.50,北亞,Japan,Kure,系固件,Katrina Edelman,0%,5,"Advantus Thumb Tacks, 12 Pack",Hiroshima,公司,Advantus,IN-2019-62366,2019/6/19,當日,2019/6/19,$65,辦公用品
0.449781659,1,$0.00,$12.36,北亞,Japan,Kure,紙張,Katrina Edelman,0%,2,"Eaton Memo Slips, Premium",Hiroshima,公司,Eaton,IN-2019-62366,2019/6/19,當日,2019/6/19,$27,辦公用品
0.249955076,1,$222.00,$292.11,北亞,Japan,Kure,椅子,Katrina Edelman,0%,7,"Novimex Swivel Stool, Adjustable",Hiroshima,公司,Novimex,IN-2019-62366,2019/6/19,當日,2019/6/19,"$1,169",傢具
0.047619048,1,$0.00,$1.44,北亞,Japan,Kure,標籤,Katrina Edelman,0%,6,"Avery Round Labels, Adjustable",Hiroshima,公司,Avery,IN-2019-62366,2019/6/19,當日,2019/6/19,$30,辦公用品
0.309523810,1,$0.00,$11.70,北亞,China,Tianjin,用具,Ashley Jarboe,0%,2,"Rubbermaid Light Bulb, Duo Pack",Tianjin,消費者,Rubbermaid,IN-2016-63073,2016/10/5,一級,2016/10/6,$38,傢具
-0.529934323,1,-$111.00,-$29.31,東南亞,Indonesia,Surabaya,系固件,Bruce Degenhardt,47%,7,"OIC Push Pins, Bulk Pack",Jawa Timur,消費者,Other,ID-2019-57081,2019/6/30,標準級,2019/7/6,$55,辦公用品
0.383132530,1,$0.00,$10.73,東南亞,Indonesia,Surabaya,儲存具,Bruce Degenhardt,17%,3,"Smead Box, Industrial",Jawa Timur,消費者,Smead,ID-2019-57081,2019/6/30,標準級,2019/7/6,$28,辦公用品
-0.475374268,1,-$111.00,-$23.01,東南亞,Philippines,Manila,系固件,Pauline Chand,45%,7,"Stockwell Thumb Tacks, 12 Pack",Metro Manila,總公司,Stockwell,ID-2019-60112,2019/12/10,標準級,2019/12/14,$48,辦公用品
-0.000396983,1,-$111.00,-$0.01,東南亞,Philippines,Manila,紙張,Pauline Chand,45%,2,"Eaton Memo Slips, Premium",Metro Manila,總公司,Eaton,ID-2019-60112,2019/12/10,標準級,2019/12/14,$15,辦公用品
-0.274356501,1,-$111.00,-$43.95,東南亞,Thailand,Bangkok,用具,Jason Fortune-,27%,5,"Tenex Door Stop, Black",Bangkok,消費者,Tenex,ID-2019-73272,2019/9/15,標準級,2019/9/20,$160,傢具
-0.378593890,1,-$111.00,-$32.36,東南亞,Thailand,Bangkok,儲存具,Jason Fortune-,47%,8,"Fellowes Box, Industrial",Bangkok,消費者,Fellowes,ID-2019-73272,2019/9/15,標準級,2019/9/20,$85,辦公用品
0.089929198,1,$0.00,$76.59,中亞,India,Pune,桌子,Harold Pawlan,0%,3,"Chromcraft Training Table, with Bottom Storage",Maharashtra,總公司,Chromcraft,IN-2017-33218,2017/3/3,二級,2017/3/5,$852,傢具
0.138376384,1,$0.00,$9.00,中亞,India,Pune,系固件,Harold Pawlan,0%,4,"Stockwell Rubber Bands, Metal",Maharashtra,總公司,Stockwell,IN-2017-33218,2017/3/3,二級,2017/3/5,$65,辦公用品
0.16,1,$0.00,$6.00,中亞,India,Pune,儲存具,Harold Pawlan,0%,2,"Fellowes Box, Wire Frame",Maharashtra,總公司,Fellowes,IN-2017-33218,2017/3/3,二級,2017/3/5,$38,辦公用品
0.131545338,1,$0.00,$1.85,大洋洲,Australia,Orange,繫結器,Dennis Pardue,10%,2,"Avery Index Tab, Economy",New South Wales,總公司,Avery,IN-2016-67672,2016/10/26,標準級,2016/10/30,$14,辦公用品
-0.364635365,1,-$111.00,-$16.43,東南亞,Philippines,Manila,用品,Carl Weiss,45%,3,"Elite Letter Opener, Easy Grip",Metro Manila,總公司,Elite,ID-2017-36221,2017/8/13,標準級,2017/8/18,$45,辦公用品
0.033169716,1,$0.00,$1.34,大洋洲,Australia,Sydney,機器,Sarah Jordon,10%,1,"Epson Calculator, White",New South Wales,消費者,Epson,IN-2018-44285,2018/9/6,標準級,2018/9/10,$40,技術
0.019621110,1,$0.00,$2.61,中亞,Bangladesh,Chittagong,用品,Eugene Moren,0%,3,"Fiskars Shears, Serrated",Chittagong,總公司,Fiskars,IN-2018-22389,2018/12/14,一級,2018/12/17,$133,辦公用品
-0.145308166,1,-$111.00,-$27.18,東南亞,Myanmar (Burma),Yangon,美術,Christina DeMoss,17%,7,"BIC Pencil Sharpener, Water Color",Yangon,消費者,BIC,ID-2018-39182,2018/1/31,標準級,2018/2/5,$187,辦公用品
0.119899673,1,$0.00,$9.64,東南亞,Myanmar (Burma),Yangon,紙張,Christina DeMoss,17%,2,"SanDisk Cards & Envelopes, Premium",Yangon,消費者,SanDisk,ID-2018-39182,2018/1/31,標準級,2018/2/5,$80,辦公用品
0.167695517,1,$0.00,$7.09,東南亞,Myanmar (Burma),Yangon,儲存具,Christina DeMoss,17%,3,"Eldon Folders, Blue",Yangon,消費者,Eldon,ID-2018-39182,2018/1/31,標準級,2018/2/5,$42,辦公用品
0.155437874,1,$0.00,$47.55,大洋洲,Australia,Brisbane,機器,James Galang,10%,2,"Epson Card Printer, Wireless",Queensland,消費者,Epson,IN-2019-34352,2019/12/1,標準級,2019/12/5,$306,技術
0.009648518,1,$0.00,$1.68,北亞,China,Anqing,椅子,Barry Gonzalez,0%,4,"Novimex Bag Chairs, Black",Anhui,消費者,Novimex,ID-2018-25868,2018/5/23,一級,2018/5/25,$174,傢具
0.299974207,1,$111.00,$209.34,北亞,China,Anqing,用具,Barry Gonzalez,0%,6,"Eldon Frame, Duo Pack",Anhui,消費者,Eldon,ID-2018-25868,2018/5/23,一級,2018/5/25,$698,傢具
0.499971538,1,$777.00,$790.47,北亞,China,Anqing,器具,Barry Gonzalez,0%,3,"Hoover Refrigerator, Silver",Anhui,消費者,Hoover,ID-2018-25868,2018/5/23,一級,2018/5/25,"$1,581",辦公用品
0.109883721,1,$0.00,$11.34,北亞,China,Hengyang,器具,Steve Nguyen,0%,2,"Cuisinart Toaster, White",Hunan,總公司,Cuisinart,IN-2017-31461,2017/5/24,一級,2017/5/26,$103,辦公用品
0.389681668,1,$0.00,$31.95,北亞,China,Hengyang,用品,Steve Nguyen,0%,3,"Fiskars Letter Opener, High Speed",Hunan,總公司,Fiskars,IN-2017-31461,2017/5/24,一級,2017/5/26,$82,辦公用品
0.214972775,1,$0.00,$68.48,東南亞,Indonesia,Binjai,書架,Brooke Gillingham,7%,2,"Bush Floating Shelf Set, Traditional",Sumatera Utara,公司,Bush,IN-2019-22557,2019/10/24,標準級,2019/10/29,$319,傢具
-0.019951476,1,-$111.00,-$0.51,東南亞,Indonesia,Binjai,信封,Brooke Gillingham,47%,2,"Kraft Peel and Seal, with clear poly window",Sumatera Utara,公司,Kraft,IN-2019-22557,2019/10/24,標準級,2019/10/29,$25,辦公用品
-0.044736493,1,-$111.00,-$6.07,大洋洲,Australia,Wollongong,用具,Jeremy Pistek,10%,3,"Rubbermaid Clock, Duo Pack",New South Wales,消費者,Rubbermaid,ID-2019-65754,2019/6/18,標準級,2019/6/22,$136,傢具
0.431372549,1,$0.00,$41.58,大洋洲,Australia,Wollongong,紙張,Jeremy Pistek,10%,7,"Enermax Parchment Paper, Recycled",New South Wales,消費者,Enermax,ID-2019-65754,2019/6/18,標準級,2019/6/22,$96,辦公用品
0.433122790,1,$0.00,$32.71,大洋洲,Australia,Wollongong,椅子,Jeremy Pistek,10%,1,"Hon Steel Folding Chair, Adjustable",New South Wales,消費者,Hon,ID-2019-65754,2019/6/18,標準級,2019/6/22,$76,傢具
0.110094076,1,$0.00,$2.60,大洋洲,Australia,Wollongong,繫結器,Jeremy Pistek,10%,2,"Ibico Binder Covers, Clear",New South Wales,消費者,BIC,ID-2019-65754,2019/6/18,標準級,2019/6/22,$24,辦公用品
0.021805230,1,$0.00,$2.26,大洋洲,Australia,Wollongong,用品,Jeremy Pistek,10%,3,"Elite Trimmer, Serrated",New South Wales,消費者,Elite,ID-2019-65754,2019/6/18,標準級,2019/6/22,$104,辦公用品
0.028550595,1,$0.00,$9.87,大洋洲,Australia,Wollongong,桌子,Jeremy Pistek,30%,1,"Hon Computer Table, Fully Assembled",New South Wales,消費者,Hon,ID-2019-65754,2019/6/18,標準級,2019/6/22,$346,傢具
0.169901777,1,$111.00,$174.36,北亞,China,Jinan,配件,Gene McClure,0%,4,"Belkin Router, Erganomic",Shandong,消費者,Belkin,IN-2018-68330,2018/4/27,標準級,2018/5/1,"$1,026",技術
-0.267688679,1,-$111.00,-$5.72,東南亞,Indonesia,Jakarta,信封,Frank Atkinson,47%,3,"GlobeWeis Clasp Envelope, with clear poly window",Jakarta,公司,GlobeWeis,ID-2018-40694,2018/4/20,標準級,2018/4/25,$21,辦公用品
0.018097805,1,$0.00,$0.99,東南亞,Indonesia,Jakarta,紙張,Frank Atkinson,47%,5,"Eaton Message Books, Premium",Jakarta,公司,Eaton,ID-2018-40694,2018/4/20,標準級,2018/4/25,$55,辦公用品
-0.151491227,1,-$111.00,-$10.82,東南亞,Indonesia,Jakarta,美術,Frank Atkinson,27%,2,"BIC Sketch Pad, Easy-Erase",Jakarta,公司,BIC,ID-2018-40694,2018/4/20,標準級,2018/4/25,$71,辦公用品
-0.736330535,1,-$111.00,-$44.04,東南亞,Indonesia,Jakarta,系固件,Frank Atkinson,47%,6,"Accos Clamps, 12 Pack",Jakarta,公司,Acco,ID-2018-40694,2018/4/20,標準級,2018/4/25,$60,辦公用品
-0.302199696,1,-$111.00,-$42.61,東南亞,Indonesia,Jakarta,美術,Frank Atkinson,27%,6,"BIC Pencil Sharpener, Water Color",Jakarta,公司,BIC,ID-2018-40694,2018/4/20,標準級,2018/4/25,$141,辦公用品
0.179487179,1,$0.00,$34.65,東南亞,Singapore,Singapore,器具,Ted Butterfield,0%,5,"Cuisinart Coffee Grinder, Red",Downtown Core,消費者,Cuisinart,IN-2017-41261,2017/10/16,標準級,2017/10/22,$193,辦公用品
0.389437028,1,$0.00,$40.26,東南亞,Singapore,Singapore,椅子,Ted Butterfield,0%,2,"SAFCO Bag Chairs, Set of Two",Downtown Core,消費者,Safco,IN-2017-41261,2017/10/16,標準級,2017/10/22,$103,傢具
0.013629532,1,$0.00,$4.26,東南亞,Indonesia,Surabaya,美術,Alice McCarthy,27%,9,"Binney & Smith Sketch Pad, Fluorescent",Jawa Timur,公司,Binney,IN-2017-74714,2017/5/16,當日,2017/5/16,$313,辦公用品
0.389380531,1,$0.00,$11.88,中亞,India,Bhopal,配件,Sheri Gordon,0%,1,"Logitech Flash Drive, Bluetooth",Madhya Pradesh,消費者,Logitech,IN-2017-66342,2017/5/31,一級,2017/6/1,$31,技術
0.479993711,1,$666.00,$732.72,中亞,India,Bhopal,複製器,Sheri Gordon,0%,4,"Hewlett Wireless Fax, Color",Madhya Pradesh,消費者,Hewlett,IN-2017-66342,2017/5/31,一級,2017/6/1,"$1,527",技術
0.017064846,1,$0.00,$0.60,東南亞,Malaysia,Kota Kinabalu,系固件,Michelle Lonsdale,0%,4,"OIC Staples, Assorted Sizes",Sabah,公司,Other,IN-2017-70157,2017/6/10,標準級,2017/6/14,$35,辦公用品
0.369448183,1,$111.00,$115.29,東南亞,Malaysia,Kota Kinabalu,用品,Michelle Lonsdale,0%,7,"Acme Trimmer, High Speed",Sabah,公司,Acme,IN-2017-70157,2017/6/10,標準級,2017/6/14,$312,辦公用品
0.446428571,1,$0.00,$9.00,東南亞,Malaysia,Kota Kinabalu,繫結器,Michelle Lonsdale,0%,3,"Cardinal Index Tab, Clear",Sabah,公司,Cardinal,IN-2017-70157,2017/6/10,標準級,2017/6/14,$20,辦公用品
0.209986130,1,$0.00,$45.42,東南亞,Malaysia,Kota Kinabalu,用具,Michelle Lonsdale,0%,2,"Advantus Frame, Durable",Sabah,公司,Advantus,IN-2017-70157,2017/6/10,標準級,2017/6/14,$216,傢具
0.099778815,1,$0.00,$36.54,東南亞,Malaysia,Kota Kinabalu,書架,Michelle Lonsdale,0%,3,"Dania Corner Shelving, Traditional",Sabah,公司,Dania,IN-2017-70157,2017/6/10,標準級,2017/6/14,$366,傢具
-0.012099244,1,-$111.00,-$3.41,東南亞,Indonesia,Denpasar,機器,Eric Murdock,17%,4,"Panasonic Phone, Durable",Bali,消費者,Panasonic,ID-2017-38503,2017/3/16,當日,2017/3/16,$282,技術
-0.349342397,1,-$333.00,-$254.21,東南亞,Thailand,Bangkok,複製器,Cyma Kinney,37%,6,"Hewlett Fax and Copier, Digital",Bangkok,公司,Hewlett,ID-2016-15711,2016/7/6,二級,2016/7/10,$728,技術
-0.084337349,1,-$111.00,-$4.20,東南亞,Thailand,Bangkok,繫結器,Cyma Kinney,17%,5,"Cardinal Binder Covers, Economy",Bangkok,公司,Cardinal,ID-2016-15711,2016/7/6,二級,2016/7/10,$50,辦公用品
-0.831903945,1,-$111.00,-$21.83,東南亞,Thailand,Bangkok,系固件,Cyma Kinney,47%,3,"OIC Rubber Bands, 12 Pack",Bangkok,公司,Other,ID-2016-15711,2016/7/6,二級,2016/7/10,$26,辦公用品
-0.000456482,1,-$111.00,-$0.03,東南亞,Thailand,Bangkok,紙張,Cyma Kinney,47%,4,"Green Bar Computer Printout Paper, Premium",Bangkok,公司,Green Bar,ID-2016-15711,2016/7/6,二級,2016/7/10,$63,辦公用品
-0.067303863,1,-$111.00,-$1.01,大洋洲,Australia,Geelong,繫結器,John Lee,10%,2,"Ibico Index Tab, Clear",Victoria,消費者,BIC,ID-2017-79922,2017/5/5,標準級,2017/5/12,$15,辦公用品
0.288670258,1,$0.00,$44.36,大洋洲,Australia,Perth,配件,Tracy Poddar,10%,2,"Belkin Keyboard, Programmable",Western Australia,公司,Belkin,IN-2019-62219,2019/6/20,標準級,2019/6/26,$154,技術
0.187574671,1,$0.00,$13.19,大洋洲,Australia,Geelong,紙張,Emily Phan,10%,4,"Enermax Parchment Paper, 8.5 x 11",Victoria,消費者,Enermax,IN-2016-64585,2016/8/19,二級,2016/8/23,$70,辦公用品
-0.137136678,1,-$111.00,-$17.24,東南亞,Indonesia,Palembang,椅子,Denny Ordway,27%,3,"SAFCO Chairmat, Black",Sumatera Selatan,消費者,Safco,ID-2018-33610,2018/5/21,一級,2018/5/24,$126,傢具
0.088656601,1,$0.00,$24.05,大洋洲,Australia,Mackay,用品,Paul Van Hugh,10%,7,"Kleencut Trimmer, Easy Grip",Queensland,總公司,Kleencut,IN-2017-69625,2017/3/7,標準級,2017/3/12,$271,辦公用品
-0.832132156,1,-$111.00,-$36.99,東南亞,Thailand,Bangkok,紙張,Phillina Ober,47%,3,"SanDisk Message Books, 8.5 x 11",Bangkok,總公司,SanDisk,ID-2019-13905,2019/5/27,一級,2019/5/29,$44,辦公用品
-0.400980993,1,-$111.00,-$23.54,大洋洲,Australia,Canberra,美術,Duane Benoit,40%,2,"BIC Sketch Pad, Easy-Erase",Australian Capital Territory,消費者,BIC,ID-2019-56752,2019/7/15,標準級,2019/7/20,$59,辦公用品
-0.116750304,1,-$333.00,-$294.82,大洋洲,Australia,Canberra,器具,Duane Benoit,40%,8,"KitchenAid Refrigerator, White",Australian Capital Territory,消費者,KitchenAid,ID-2019-56752,2019/7/15,標準級,2019/7/20,"$2,525",辦公用品
0.029665402,1,$0.00,$15.48,北亞,China,Shenyang,機器,William Brown,0%,6,"Okidata Phone, Durable",Liaoning,消費者,Okidata,IN-2019-55296,2019/12/8,標準級,2019/12/12,$522,技術
0.129456939,1,$0.00,$14.16,北亞,China,Shenyang,儲存具,William Brown,0%,2,"Tenex Shelving, Single Width",Liaoning,消費者,Tenex,IN-2019-55296,2019/12/8,標準級,2019/12/12,$109,辦公用品
0.319830179,1,$0.00,$108.48,北亞,China,Shenyang,電話,William Brown,0%,2,"Nokia Audio Dock, Cordless",Liaoning,消費者,Nokia,IN-2019-55296,2019/12/8,標準級,2019/12/12,$339,技術
0.099810486,1,$0.00,$9.48,北亞,China,Shenyang,用品,William Brown,0%,2,"Stiletto Shears, Steel",Liaoning,消費者,Stiletto,IN-2019-55296,2019/12/8,標準級,2019/12/12,$95,辦公用品
0.289628180,1,$0.00,$22.20,北亞,China,Shenzhen,繫結器,Maureen Gnade,0%,5,"Cardinal Binder, Durable",Guangdong,消費者,Cardinal,IN-2019-16488,2019/10/22,標準級,2019/10/28,$77,辦公用品
-0.731601732,1,-$111.00,-$18.25,東南亞,Philippines,Manila,標籤,Laurel Elliston,45%,9,"Avery Round Labels, Adjustable",Metro Manila,消費者,Avery,ID-2017-23775,2017/9/27,標準級,2017/10/1,$25,辦公用品
0.179683757,1,$0.00,$33.75,北亞,China,Siping,儲存具,Erica Smith,0%,3,"Rogers Shelving, Industrial",Jilin,消費者,Rogers,IN-2018-33974,2018/10/19,二級,2018/10/22,$188,辦公用品
0.488126649,1,$0.00,$16.65,北亞,China,Siping,標籤,Erica Smith,0%,3,"Novimex Shipping Labels, 5000 Label Set",Jilin,消費者,Novimex,IN-2018-33974,2018/10/19,二級,2018/10/22,$34,辦公用品
0.249908792,1,$111.00,$123.30,中亞,India,Agra,椅子,Deirdre Greer,0%,3,"Novimex Swivel Stool, Red",Uttar Pradesh,公司,Novimex,IN-2019-44089,2019/6/11,標準級,2019/6/15,$493,傢具
0.033109892,1,$0.00,$20.54,大洋洲,Australia,Rockhampton,用具,Dave Poirier,10%,6,"Eldon Frame, Erganomic",Queensland,公司,Eldon,IN-2019-12911,2019/9/24,標準級,2019/9/28,$620,傢具
0.299719888,1,$0.00,$3.85,大洋洲,Australia,Rockhampton,標籤,Dave Poirier,10%,2,"Avery Round Labels, Laser Printer Compatible",Queensland,公司,Avery,IN-2019-12911,2019/9/24,標準級,2019/9/28,$13,辦公用品
0.199988704,1,$111.00,$127.48,大洋洲,Australia,Rockhampton,複製器,Dave Poirier,10%,2,"Sharp Wireless Fax, High-Speed",Queensland,公司,Sharp,IN-2019-12911,2019/9/24,標準級,2019/9/28,$637,技術
